"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001946","GO:0001946","lymphangiogenesis","6/852","22/25730",0.272727272727273,8.23623559539053,6.28367062053309,6.13192317825989e-05,0.00247337655411614,0.00195068168751028,"Clec14a/Vegfc/Pdpn/Vash1/Foxc1/Flt4",6
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","21/852","243/25730",0.0864197530864197,2.60983597055585,4.66604500770834,6.49111964518472e-05,0.00259697559137838,0.00204816073014943,"Cav1/Cav2/Aplnr/Nme2/Kdr/Gas1/Vegfc/Ccl24/Arg1/Wnt5a/Tbx18/Bnc1/Ccl11/Has2/Fgf1/Cdh3/Rtn4/Fgfbp1/Mdk/Flt4/Scg2",21
"GO:0003094","GO:0003094","glomerular filtration","7/852","32/25730",0.21875,6.60614730046948,5.8723691771235,6.94729948368612e-05,0.00274617699429822,0.0021658316298522,"Aqp1/Cd34/Adgrf5/Gja5/Sulf1/F2r/Ptpro",7
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","28/852","378/25730",0.0740740740740741,2.23700226047644,4.48367163493842,6.97565788025356e-05,0.00274617699429822,0.0021658316298522,"Cav1/Cav2/Crim1/Synj2bp/Cd109/Kdr/Tmem119/Nbl1/Tmem100/Cldn5/Wnt5a/Aspn/Rgcc/Sulf1/Gcnt2/Tgfb2/Npnt/Cdh3/Inhba/Inhbb/Bmp2/Vsir/Sfrp2/Ccn1/Bmpr1b/Spi1/Cdkn1c/Lox",28
"GO:0009060","GO:0009060","aerobic respiration","25/852","320/25730",0.078125,2.35933832159624,4.52818056292732,7.23245588271164e-05,0.00282467582530349,0.00222774142352196,"Ndufb4/Ndufb1/Cycs/mt-Nd3/mt-Nd2/Cox7b/mt-Atp8/Cox6c/mt-Co1/Dnajc15/mt-Nd1/Mpc2/Ndufb8/Uqcrb/Pdp1/mt-Cytb/Atp5pf/Uqcrq/Ndufc2/mt-Nd4/Ier3/1700066M21Rik/Ins1/Mrps36/Lipa",25
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","7/852","33/25730",0.212121212121212,6.40596101863708,5.75058711036632,8.56722517518993e-05,0.00331963110922123,0.00261809856783467,"Tmem100/Has2/Tgfb2/Rtn4/Efna1/Hey1/Bmp2",7
"GO:0003007","GO:0003007","heart morphogenesis","24/852","305/25730",0.0786885245901639,2.37635649965366,4.47480274789034,8.95571133239583e-05,0.00344305120833749,0.00271543648705127,"Aplnr/S1pr1/Mef2c/Gng5/Sema3c/Tmem100/Gja5/Wnt5a/Id2/Ankrd1/Kcnj8/Has2/Tgfb2/Rtn4/Sox17/Efna1/Hey1/Fzd2/Cpe/Foxc1/Bmp2/Sfrp2/Ccn1/Hand2",24
"GO:0003018","GO:0003018","vascular process in circulatory system","22/852","268/25730",0.082089552238806,2.47906593791605,4.50435068307737,9.41066770179104e-05,0.00356021706770085,0.00280784186539172,"Cav1/Pecam1/Cd36/Plvap/Abcb1a/Kdr/Abcb1b/Pde5a/Gja5/Cldn5/Pde3a/Cysltr1/Ins1/Acta2/F2r/Kcnj8/Foxc1/Ddah1/Bdkrb2/Adra2a/Gpx1/Ramp2",22
"GO:0031348","GO:0031348","negative regulation of defense response","24/852","306/25730",0.0784313725490196,2.36859062873976,4.4569304224235,9.42064694710324e-05,0.00356021706770085,0.00280784186539172,"Pdcd10/Cd200/Ets1/Wfdc1/Pf4/Fgl2/Ptgis/Ctla2a/Arg1/Ier3/Ins1/Pbk/Smim30/Metrnl/Il33/Vsig4/Ccr1/Cx3cr1/Mdk/Igtp/Tmsb4x/Gpx1/Oas1a/Irgm2",24
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","23/852","287/25730",0.0801393728222996,2.42017143511475,4.47735037749394,9.47751342956333e-05,0.00356021706770085,0.00280784186539172,"Cav1/Cd200/Cd36/Irak1bp1/Lims1/Tlr4/Clec4d/Wnt5a/Lamtor5/Ins1/Trim59/F2r/S100a4/S100a13/Lpar1/Cx3cr1/Igtp/Tmsb4x/Clec7a/Casp1/Eda2r/Spi1/Irgm2",23
"GO:0030282","GO:0030282","bone mineralization","15/852","145/25730",0.103448275862069,3.12408936376882,4.74665419874694,9.7534207937689e-05,0.00361128364204731,0.00284811661905014,"Rflnb/S1pr1/Mgp/Mef2c/Tmem119/Srgn/Gpm6b/Aspn/Ccr1/Bmp2/Nell1/Ccn1/Bmpr1b/Lox/Pth1r",15
"GO:0071621","GO:0071621","granulocyte chemotaxis","14/852","129/25730",0.108527131782946,3.2774684281399,4.79890634829468,9.85632410159716e-05,0.00361128364204731,0.00284811661905014,"Rarres2/Pf4/Dpp4/Ccl24/Dpep1/Ccl7/Bst1/Ccl11/Tgfb2/Anxa1/Ccl12/Mdk/Cxcl13/Scg2",14
"GO:0001894","GO:0001894","tissue homeostasis","24/852","307/25730",0.0781758957654723,2.36087534981878,4.43912787563358,9.90699637627286e-05,0.00361128364204731,0.00284811661905014,"Wwtr1/Cd34/S1pr1/Tuba1a/Abcb1a/Abcb1b/Tmem119/Tmem64/Dram2/Cldn5/Tlr4/Iapp/Cytl1/Ccn2/F2r/Ildr2/Gcnt2/Lipa/Cdh3/Nox4/Foxc1/Bdkrb2/Tnfrsf11b/Pth1r",24
"GO:0060249","GO:0060249","anatomical structure homeostasis","24/852","307/25730",0.0781758957654723,2.36087534981878,4.43912787563358,9.90699637627286e-05,0.00361128364204731,0.00284811661905014,"Wwtr1/Cd34/S1pr1/Tuba1a/Abcb1a/Abcb1b/Tmem119/Tmem64/Dram2/Cldn5/Tlr4/Iapp/Cytl1/Ccn2/F2r/Ildr2/Gcnt2/Lipa/Cdh3/Nox4/Foxc1/Bdkrb2/Tnfrsf11b/Pth1r",24
"GO:0001945","GO:0001945","lymph vessel development","7/852","34/25730",0.205882352941176,6.21755040044187,5.63374088989052,0.000104820285726371,0.00376511405882825,0.00296943829022765,"Clec14a/Kdr/Vegfc/Pdpn/Vash1/Foxc1/Flt4",7
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","7/852","34/25730",0.205882352941176,6.21755040044187,5.63374088989052,0.000104820285726371,0.00376511405882825,0.00296943829022765,"Csgalnact2/Bpnt2/Cytl1/Dse/Dsel/Hexb/Chsy3",7
"GO:0048771","GO:0048771","tissue remodeling","20/852","234/25730",0.0854700854700855,2.58115645439589,4.49645516988105,0.000111726324477804,0.00395543340111709,0.00311953773835414,"Cav1/S1pr1/Mef2c/Abcb1b/Sema3c/Tmem119/Tmem64/Gja5/Lepr/Iapp/F2r/Lipa/Tgfb2/Nox4/Mdk/Foxc1/Flt4/Hand2/Tnfrsf11b/Pth1r",20
"GO:0050866","GO:0050866","negative regulation of cell activation","20/852","234/25730",0.0854700854700855,2.58115645439589,4.49645516988105,0.000111726324477804,0.00395543340111709,0.00311953773835414,"Tmx1/Cd200/Pf4/Fgl2/Cbfb/Prnp/Pde5a/Adgrf5/Arg1/Milr1/Id2/Cd86/Ildr2/Anxa1/Vsig4/Mdk/Pla2g2f/Vsir/Lst1/Serpine2",20
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","9/852","58/25730",0.155172413793103,4.68613404565323,5.20090340819231,0.000114006119308085,0.00397889441925592,0.00313804077557976,"Rflnb/Lnpk/Efemp1/Ccn2/Mustn1/Maf/Prkg2/Mdk/Bmpr1b",9
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","9/852","58/25730",0.155172413793103,4.68613404565323,5.20090340819231,0.000114006119308085,0.00397889441925592,0.00313804077557976,"Enpp2/Qki/Id2/Il33/Rtn4/Mdk/Cxcr4/Bmp2/Serpine2",9
"GO:0060348","GO:0060348","bone development","21/852","253/25730",0.08300395256917,2.50668039859712,4.45687829076395,0.000115203507714707,0.00399236944693009,0.00314866814636119,"Rflnb/Bpnt2/Mef2c/Kdr/Fbln5/Tmem119/Ranbp3l/Tlr4/Serpinh1/Lepr/Pls3/Sulf1/Has2/Lipa/Col10a1/Pdgfc/Ogn/Foxc1/Bmp2/Bmpr1b/Lox",21
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","13/852","116/25730",0.112068965517241,3.38443014408289,4.76319558448894,0.000124831115699822,0.0042689058627904,0.00336676454638193,"Ets1/Rhob/Kdr/Smoc2/Rhoj/Vegfc/Wnt5a/Rin2/Fgf1/Anxa1/Fgfbp1/Tmsb4x/Flt4",13
"GO:0050708","GO:0050708","regulation of protein secretion","26/852","351/25730",0.0740740740740741,2.23700226047644,4.31827521633407,0.000124918196350705,0.0042689058627904,0.00336676454638193,"Bmal1/Cd200/Slc16a1/Mpc2/Clock/Rsad2/Dph3/Vegfc/Gja5/Tlr4/Serp1/Cyp51/Dynll1/Lepr/Ins1/Ankrd1/F2r/Hmgn3/Tgfb2/Anxa1/Gnao1/Inhbb/Slc30a8/Gcg/Adra2a/Ndufaf2",26
"GO:0061036","GO:0061036","positive regulation of cartilage development","7/852","35/25730",0.2,6.03990610328638,5.52148218964025,0.000127306866375646,0.00429093896872983,0.00338414142989912,"Wnt5a/Mustn1/Prkg2/Mdk/Bmp2/Ccn1/Bmpr1b",7
"GO:0097205","GO:0097205","renal filtration","7/852","35/25730",0.2,6.03990610328638,5.52148218964025,0.000127306866375646,0.00429093896872983,0.00338414142989912,"Aqp1/Cd34/Adgrf5/Gja5/Sulf1/F2r/Ptpro",7
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","9/852","59/25730",0.152542372881356,4.60670804487945,5.13262009731903,0.000130619165863927,0.00437263207630193,0.00344857045857714,"Wwtr1/Rgcc/Gcnt2/Tgfb2/Pdpn/Mdk/Foxc1/Bmp2/Glipr2",9
"GO:0036303","GO:0036303","lymph vessel morphogenesis","6/852","25/25730",0.24,7.24788732394366,5.78386181025751,0.000133699510623609,0.004427589849794,0.00349191409024492,"Clec14a/Vegfc/Pdpn/Vash1/Foxc1/Flt4",6
"GO:0097530","GO:0097530","granulocyte migration","16/852","166/25730",0.0963855421686747,2.91079812206573,4.57064998175278,0.000134060330749707,0.004427589849794,0.00349191409024492,"Pecam1/Rarres2/Pf4/Dpp4/Ccl24/Dpep1/Ccl7/Bst1/Ccl11/Tgfb2/Anxa1/Ccl12/Rtn4/Mdk/Cxcl13/Scg2",16
"GO:1903036","GO:1903036","positive regulation of response to wounding","11/852","87/25730",0.126436781609195,3.81833144460634,4.87293698655554,0.000139112038537757,0.00456380227762869,0.0035993409550085,"Cd36/Plat/Smoc2/F2r/Anxa1/Rtn4/Cldn4/Mdk/Cxcr4/Clec7a/Adra2a",11
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","12/852","102/25730",0.117647058823529,3.55288594310964,4.78076789510426,0.000141501576344535,0.00461145203438049,0.00363692096188427,"Pdcd10/Ets1/Mef2c/Kdr/Rhoj/Vegfc/Rgcc/Anxa1/Vash1/Fgfbp1/Efna1/Tmsb4x",12
"GO:0030278","GO:0030278","regulation of ossification","15/852","150/25730",0.1,3.01995305164319,4.59155884051138,0.000142898777100396,0.00462634790862532,0.00364866891391385,"Rflnb/S1pr1/Mgp/Mef2c/Rsad2/Tmem119/Srgn/Gpm6b/Wnt5a/Ccr1/Mdk/Bmp2/Nell1/Ccn1/Bmpr1b",15
"GO:0051224","GO:0051224","negative regulation of protein transport","15/852","151/25730",0.0993377483443709,2.99995336255946,4.56131515684558,0.000153897927479151,0.00494988039950917,0.00390382978063729,"Lypla1/Pkia/Cd200/Cd36/Rsad2/Dph3/Mdfic/Cyp51/Ins1/F2r/Anxa1/Gnao1/Inhbb/Adra2a/Ndufaf2",15
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","17/852","186/25730",0.0913978494623656,2.76017214397496,4.45851962025746,0.000160503062741047,0.00512880241395253,0.00404494048069883,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/Cmpk1/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Gucy1a2/Dck/Tmsb4x",17
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","16/852","169/25730",0.0946745562130177,2.85912714948468,4.48732003376969,0.000165148601731645,0.00524320173626727,0.0041351639700141,"Lypla1/Pkia/Cd200/Cd36/Rsad2/Dph3/Mdfic/Cyp51/Ins1/F2r/Anxa1/Gnao1/4930550C14Rik/Inhbb/Adra2a/Ndufaf2",16
"GO:0032612","GO:0032612","interleukin-1 production","13/852","120/25730",0.108333333333333,3.27161580594679,4.61577079301384,0.000176068101087673,0.00551181129998318,0.00434700868737377,"Nek7/Cd36/Tlr4/Wnt5a/F2r/Il1r2/Anxa1/S100a13/Cx3cr1/Clec7a/Casp1/Ccn1/Casp4",13
"GO:0032652","GO:0032652","regulation of interleukin-1 production","13/852","120/25730",0.108333333333333,3.27161580594679,4.61577079301384,0.000176068101087673,0.00551181129998318,0.00434700868737377,"Nek7/Cd36/Tlr4/Wnt5a/F2r/Il1r2/Anxa1/S100a13/Cx3cr1/Clec7a/Casp1/Ccn1/Casp4",13
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","29/852","420/25730",0.0690476190476191,2.08520567851554,4.14967562098405,0.000176969352854571,0.00551181129998318,0.00434700868737377,"Cav1/Wwtr1/Cav2/Crim1/Synj2bp/Cd109/Kdr/Tmem119/Nbl1/Tmem100/Cldn5/Wnt5a/Aspn/Rgcc/Sulf1/Gcnt2/Tgfb2/Npnt/Cdh3/Inhba/Inhbb/Bmp2/Vsir/Sfrp2/Ccn1/Bmpr1b/Spi1/Cdkn1c/Lox",29
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","12/852","105/25730",0.114285714285714,3.45137491616365,4.65796230312798,0.000186773144447242,0.00578057008694892,0.00455897109286317,"Cav1/Cav2/Aplnr/Kdr/Ccl24/Arg1/Wnt5a/Ccl11/Fgfbp1/Mdk/Flt4/Scg2",12
"GO:0001822","GO:0001822","kidney development","27/852","382/25730",0.0706806282722513,2.13452179042843,4.134244839981,0.000201063795480444,0.0061839683597454,0.00487711982852892,"Wwtr1/Aqp1/Pecam1/Bmi1/Gimap6/Cd34/C1galt1/Mef2c/Pdgfd/Wnt5a/Id2/Id3/Acta2/Sulf1/Rdh10/Kcnj8/Has2/Tgfb2/Fgf1/Npnt/Sox17/Hey1/Cxcr4/Foxc1/Bmp2/Cdkn1c/Ptpro",27
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","7/852","38/25730",0.184210526315789,5.56307141092167,5.20923111777275,0.000219173136268305,0.00665772224429833,0.00525075603262665,"mt-Nd2/Tmem126a/mt-Nd1/Dmac1/Ndufc2/mt-Nd4/Ndufaf2",7
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","7/852","38/25730",0.184210526315789,5.56307141092167,5.20923111777275,0.000219173136268305,0.00665772224429833,0.00525075603262665,"mt-Nd2/Tmem126a/mt-Nd1/Dmac1/Ndufc2/mt-Nd4/Ndufaf2",7
"GO:0003231","GO:0003231","cardiac ventricle development","15/852","156/25730",0.0961538461538462,2.90380101119538,4.41375315530475,0.000220621806607066,0.0066606129467078,0.00525303584733776,"Aplnr/Mef2c/Sema3c/Gja5/Wnt5a/Id2/Tgfb2/Hey1/Cxcr4/Fzd2/Cpe/Foxc1/Sfrp2/Ccn1/Hand2",15
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","11/852","92/25730",0.119565217391304,3.61081343131251,4.64249237864757,0.000229926417091525,0.00685738120307512,0.00540822137043989,"Cd36/Rsad2/B2m/Tlr4/Wnt5a/Rtn4/Cd55/Cd226/Clec7a/Casp1/Casp4",11
"GO:0071347","GO:0071347","cellular response to interleukin-1","11/852","92/25730",0.119565217391304,3.61081343131251,4.64249237864757,0.000229926417091525,0.00685738120307512,0.00540822137043989,"Bmi1/Nek7/Ptgis/Rps6ka5/Ankrd1/Has2/Il1r2/Saa3/St18/Inhbb/Casp1",11
"GO:0032835","GO:0032835","glomerulus development","10/852","78/25730",0.128205128205128,3.87173468159384,4.70061322349574,0.000247044672652752,0.00732353514532646,0.0057758637163646,"Wwtr1/Aqp1/Pecam1/Cd34/Mef2c/Pdgfd/Acta2/Sulf1/Foxc1/Ptpro",10
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","22/852","287/25730",0.0766550522648084,2.31494659010976,4.1456097947334,0.00025047958525892,0.00738089843747992,0.00582110451213135,"Cav1/Cav2/Cd109/Mef2c/Pdgfd/Cldn5/Wnt5a/Pde3a/Aspn/Rgcc/Ankrd1/Acta2/Gcnt2/Tgfb2/Npnt/Cdh3/Ccr1/Bmp2/Bmpr1b/Spi1/Cdkn1c/Lox",22
"GO:0045333","GO:0045333","cellular respiration","26/852","367/25730",0.0708446866485014,2.13947627636847,4.06875489220159,0.000252483452599166,0.00739566113238391,0.00583274742940555,"Ndufb4/Ndufb1/Cycs/mt-Nd3/mt-Nd2/Cox7b/mt-Atp8/Cox6c/mt-Co1/Dnajc15/mt-Nd1/Mpc2/Ndufb8/Uqcrb/Pdp1/mt-Cytb/Atp5pf/Uqcrq/Ndufc2/mt-Nd4/Ier3/1700066M21Rik/Ins1/Mrps36/Lipa/Oas1a",26
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","7/852","39/25730",0.179487179487179,5.42042855423137,5.11245729944381,0.000259552176997356,0.00755772936688751,0.00596056603294458,"Pdcd10/Igfbp6/Prdx1/Tlr4/Pbk/Tgfb2/Clec7a",7
"GO:0060039","GO:0060039","pericardium development","6/852","28/25730",0.214285714285714,6.47132796780684,5.36058051766373,0.000261308666163224,0.00756411733052486,0.00596560403804215,"Wnt5a/Vcam1/Pdpn/Bmp2/Flrt3/Hand2",6
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","17/852","194/25730",0.0876288659793814,2.64635061226465,4.25961432380992,0.000265387665021555,0.00763726724895365,0.00602329529661111,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/Cmpk1/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Gucy1a2/Dck/Tmsb4x",17
"GO:0015908","GO:0015908","fatty acid transport","13/852","126/25730",0.103174603174603,3.11582457709218,4.4058990273988,0.000286329776022607,0.00819202806864681,0.00646081936472065,"Fabp4/Lypla1/Cd36/Atp5pf/Rbp1/Kcnj8/Anxa1/Rbp7/Pla2g2f/Bdkrb2/Slc5a8/Ptges/Abcd2",13
"GO:0001774","GO:0001774","microglial cell activation","8/852","52/25730",0.153846153846154,4.6460816179126,4.87047120236422,0.00028946535690122,0.00823386717520755,0.00649381667718162,"Tlr4/Kcnj8/Il33/Ifngr1/Cx3cr1/Stap1/Casp1/Ctsc",8
"GO:0014812","GO:0014812","muscle cell migration","14/852","143/25730",0.0979020979020979,2.95659739321711,4.34193506213766,0.00029361131828118,0.00830380055897521,0.00654897114641688,"Cav1/Igfbp3/Mef2c/Plat/Pdgfd/Tlr4/Has2/Arpc5/Anxa1/Nox4/Lpar1/Mdk/Cxcr4/Tmsb4x",14
"GO:0033623","GO:0033623","regulation of integrin activation","5/852","19/25730",0.263157894736842,7.94724487274524,5.6060045039599,0.000310665912542792,0.00869619964731297,0.0068584451383743,"Rap1b/P2ry12/Rasip1/Cxcl13/Cdh17",5
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","18/852","215/25730",0.0837209302325581,2.52833278742221,4.16450025398875,0.000311020349101216,0.00869619964731297,0.0068584451383743,"Cd200/Pf4/Fgl2/Cbfb/Prnp/Pde5a/Adgrf5/Arg1/Milr1/Id2/Cd86/Ildr2/Anxa1/Vsig4/Mdk/Pla2g2f/Vsir/Lst1",18
"GO:0009914","GO:0009914","hormone transport","29/852","435/25730",0.0666666666666667,2.01330203442879,3.94447965450076,0.000317617975517648,0.00880394475800558,0.00694342064038472,"Bmal1/Aqp1/Selenot/Slc16a1/Mpc2/Clock/Igfbp3/Abcb1a/Abcb1b/Snap23/Serp1/Dynll1/Lepr/Cltrn/Hmgn3/Ildr2/Anxa1/Slc16a10/Inhba/Gnao1/Mafa/Crym/Inhbb/Slc30a8/Cpe/Gcg/Adra2a/Rab8b/Ndufaf2",29
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","16/852","179/25730",0.0893854748603352,2.69939937577045,4.22222660535702,0.000318451974583417,0.00880394475800558,0.00694342064038472,"Cav1/Ccdc3/Tlr4/Arg1/Wnt5a/Smim30/Il1r2/H2bc21/Cxcr4/Igtp/Stap1/Casp1/Oas1a/Casp4/Irgm2/Tnfrsf11b",16
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","24/852","332/25730",0.072289156626506,2.1830985915493,4.01526061491307,0.000320583221895851,0.00881335215055576,0.00695083998312262,"Cav1/Rap1a/Tmem126a/Mef2c/Prnp/Tril/Tlr4/Clec4d/Btnl9/Rgcc/Lipa/Plscr2/Bmx/Cd53/Slc39a10/Cd79b/Cd226/Clec7a/Stap1/Ms4a1/Oas1a/Cd14/Rab7b/Klrk1",24
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","18/852","216/25730",0.0833333333333333,2.51662754303599,4.14228577970157,0.000329045118175876,0.00899572792524158,0.0070946745655816,"Cd36/Rsad2/B2m/Tril/Tlr4/Arg1/Wnt5a/Cd86/Tgfb2/Il33/Rtn4/Cd55/Cd226/Clec7a/Vsir/Casp1/Shld3/Casp4",18
"GO:0016485","GO:0016485","protein processing","21/852","274/25730",0.0766423357664234,2.31456255782872,4.04841455579587,0.000343656653197069,0.00934328392476672,0.00736878208977955,"S100a10/Immp1l/Gas1/Plat/Srgn/Cma1/Ctla2a/Bace2/Arxes2/Il1r2/Casp12/Corin/C1s1/Slc30a8/Cpe/Vsir/Fam111a/Casp1/Casp4/C1ra/Serpine2",21
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","23/852","314/25730",0.0732484076433121,2.21206752190425,3.99909348400882,0.000351624405605663,0.00950738296695312,0.0074982023335343,"Cav1/Rap1a/Tmem126a/Mef2c/Prnp/Tril/Tlr4/Btnl9/Rgcc/Lipa/Plscr2/Bmx/Cd53/Slc39a10/Cd79b/Cd226/Clec7a/Stap1/Ms4a1/Oas1a/Cd14/Rab7b/Klrk1",23
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","7/852","41/25730",0.170731707317073,5.15601740524447,4.92855044252286,0.000358212812576858,0.00963259699830993,0.0075969550760476,"Pdcd10/Igfbp6/Prdx1/Tlr4/Pbk/Tgfb2/Clec7a",7
"GO:0070555","GO:0070555","response to interleukin-1","12/852","113/25730",0.106194690265487,3.2070297893556,4.35117751747398,0.000371886897916709,0.00994595339482678,0.00784409034679009,"Bmi1/Nek7/Ptgis/Rps6ka5/Ankrd1/Has2/Il1r2/Saa3/St18/Inhbb/Slc30a8/Casp1",12
"GO:0015833","GO:0015833","peptide transport","26/852","377/25730",0.0689655172413793,2.08272624251255,3.91920679223462,0.000381525815640973,0.0101485866960499,0.00800390146383083,"Bmal1/Aqp1/Selenot/Slc16a1/Mpc2/Clock/Slc25a40/Serp1/Mgst1/Dynll1/Lepr/Cltrn/Hmgn3/Ildr2/Anxa1/Slc16a10/Gnao1/Mafa/Inhbb/Slc30a8/Cpe/Gcg/Adra2a/Cdh17/Rab8b/Ndufaf2",26
"GO:0071559","GO:0071559","response to transforming growth factor beta","22/852","296/25730",0.0743243243243243,2.24455970054562,3.98545376604848,0.000383829390548759,0.0101549700585508,0.00800893584014304,"Cav1/Cav2/Cd109/Mef2c/Pdgfd/Cldn5/Wnt5a/Pde3a/Aspn/Rgcc/Ankrd1/Acta2/Gcnt2/Tgfb2/Npnt/Cdh3/Ccr1/Bmp2/Bmpr1b/Spi1/Cdkn1c/Lox",22
"GO:0060907","GO:0060907","positive regulation of macrophage cytokine production","6/852","30/25730",0.2,6.03990610328638,5.1114019010583,0.000389261713244541,0.0101891323982786,0.00803587870510986,"Cd36/Tlr4/Wnt5a/Rtn4/Casp1/Casp4",6
"GO:0141162","GO:0141162","negative regulation of cAMP/PKA signal transduction","6/852","30/25730",0.2,6.03990610328638,5.1114019010583,0.000389261713244541,0.0101891323982786,0.00803587870510986,"Pkia/Pde5a/Pde3a/Prkar2b/Lpar1/Pde1a",6
"GO:0090303","GO:0090303","positive regulation of wound healing","9/852","68/25730",0.132352941176471,3.99699668599834,4.57950974876556,0.000393074557114373,0.0102344968019039,0.00807165631902363,"Cd36/Plat/Smoc2/F2r/Anxa1/Cldn4/Cxcr4/Clec7a/Adra2a",9
"GO:0001666","GO:0001666","response to hypoxia","24/852","337/25730",0.0712166172106825,2.15070840473106,3.93501822746418,0.000398166102474321,0.0103125020540849,0.00813317684112367,"Cav1/Aqp1/mt-Co1/mt-Nd1/Abcb1a/mt-Cytb/Kdr/Ptgis/Plat/Dpp4/Vegfc/Flt1/mt-Nd4/Cysltr1/Rgcc/Kcnj8/Trpc6/Tgfb2/Alas2/Rtn4/Inhba/Ddah1/Bmp2/Casp1",24
"GO:0032970","GO:0032970","regulation of actin filament-based process","28/852","421/25730",0.0665083135391924,2.00851984432326,3.86110420101234,0.000415191334893213,0.010697154759212,0.00843654148113131,"Cav1/Pecam1/S1pr1/S100a10/Mef2c/Capza2/Lmod1/Gpm6b/Rgs4/Gja5/Ccl24/Mtpn/Arpc3/Rgcc/Bst1/Ccn2/Acta2/Ccl11/Arpc5/Tgfb2/Pdpn/Nox4/Lpar1/Pak3/Tmsb4x/Gpr65/Casq2/Gmfg",28
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","18/852","221/25730",0.081447963800905,2.45969026830667,4.03305042201267,0.000433433057549195,0.0110208307420609,0.00869181551588325,"Tmx1/Pf4/Fgl2/Cbfb/Prnp/Pde5a/Arg1/Rgcc/Cd86/Ildr2/Anxa1/Vsig4/Mdk/Pla2g2f/Bmp2/Vsir/Spi1/Serpine2",18
"GO:0050709","GO:0050709","negative regulation of protein secretion","11/852","99/25730",0.111111111111111,3.35550339071466,4.34552321959383,0.000437505193464601,0.0110208307420609,0.00869181551588325,"Cd200/Rsad2/Dph3/Cyp51/Ins1/F2r/Anxa1/Gnao1/Inhbb/Adra2a/Ndufaf2",11
"GO:1903035","GO:1903035","negative regulation of response to wounding","11/852","99/25730",0.111111111111111,3.35550339071466,4.34552321959383,0.000437505193464601,0.0110208307420609,0.00869181551588325,"Tmx1/Wfdc1/Cd109/Thbd/Plat/Tfpi/Il33/Rtn4/Pros1/Mdk/Serpine2",11
"GO:0003170","GO:0003170","heart valve development","9/852","69/25730",0.130434782608696,3.93906919779547,4.52398428280556,0.000438952006796165,0.0110208307420609,0.00869181551588325,"Aplnr/Mef2c/Lix1l/Gja5/Tgfb2/Efna1/Hey1/Bmp2/Ccn1",9
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","9/852","69/25730",0.130434782608696,3.93906919779547,4.52398428280556,0.000438952006796165,0.0110208307420609,0.00869181551588325,"Dcn/Kdr/Smoc2/Vegfc/Flt1/Anxa1/Foxc1/Flt4/Ramp2",9
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","17/852","203/25730",0.083743842364532,2.52902472305095,4.04749346796629,0.000450203475015154,0.0111891479825736,0.00882456253259368,"Ndufb4/Ndufb1/Atp5mg/mt-Nd3/mt-Nd2/mt-Atp8/Nme2/mt-Nd1/Ndufb8/Atp5pf/Ndufc2/mt-Nd4/Lipa/Gucy1a2/Dck/Tmsb4x/Oas1a",17
